OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,ShipDate,DeliveryDate,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price,OrderDate,Revenue,Revenue before Discount,Season,State
SO - 000246,Distributor,WARE-XYS1001,2018-10-04,2018-10-07,2018-07-17,24,42,36,18,6,0.15,643.2,1072.0,2018-06-17,5467.2,6432.0,Summer,Massachusetts
SO - 000247,Online,WARE-UHY1004,2018-10-04,2018-08-07,2018-09-07,17,34,217,16,5,0.05,"2,653.20",4020.0,2018-06-17,19095.0,20100.0,Summer,Oregon
SO - 000248,Online,WARE-NBV1002,2018-10-04,2018-10-07,2018-07-15,20,37,63,12,4,0.15,669.73,984.9,2018-06-17,3348.66,3939.6,Summer,South Carolina
SO - 000249,Distributor,WARE-MKL1006,2018-10-04,2018-02-07,2018-04-07,21,50,341,7,7,0.05,100.23,227.8,2018-06-17,1514.8700000000001,1594.6000000000001,Summer,Tennessee
SO - 000250,In-Store,WARE-XYS1001,2017-12-31,2018-06-23,2018-06-26,3,17,36,35,3,0.15,"3,314.36",3993.2,2018-06-17,10182.659999999998,11979.599999999999,Summer,Arkansas
SO - 000251,Online,WARE-NMK1003,2017-12-31,2018-06-29,2018-08-07,12,25,163,26,4,0.075,185.72,221.1,2018-06-17,818.07,884.4,Summer,New York
SO - 000252,Online,WARE-NMK1003,2018-10-04,2018-04-07,2018-07-14,12,21,101,43,6,0.075,"2,819.63",3356.7,2018-06-18,18629.684999999998,20140.199999999997,Summer,Nevada
SO - 000253,In-Store,WARE-PUJ1005,2017-12-31,2018-09-07,2018-07-15,1,35,321,12,1,0.05,"1,157.22",1701.8,2018-06-18,1616.7099999999998,1701.8,Summer,Texas
SO - 000254,In-Store,WARE-PUJ1005,2018-10-04,2018-08-07,2018-09-07,3,9,276,8,3,0.15,"2,181.19",2566.1,2018-06-18,6543.554999999999,7698.299999999999,Summer,Texas
SO - 000255,In-Store,WARE-NMK1003,2017-12-31,2018-06-22,2018-06-26,6,22,101,5,4,0.05,126.03,221.1,2018-06-18,840.18,884.4,Summer,South Carolina
SO - 000256,In-Store,WARE-UHY1004,2018-10-04,2018-06-30,2018-05-07,5,28,248,4,1,0.1,980.21,1782.2,2018-06-18,1603.98,1782.2,Summer,South Carolina
SO - 000257,Distributor,WARE-NMK1003,2017-12-31,2018-07-15,2018-07-16,24,41,95,35,8,0.05,801.32,2003.3,2018-06-18,15225.079999999998,16026.4,Summer,Wisconsin
SO - 000258,Distributor,WARE-XYS1001,2017-12-31,2018-09-07,2018-07-16,20,28,33,5,5,0.075,"1,502.68",2385.2,2018-06-18,11031.550000000001,11926.0,Summer,North Carolina
SO - 000259,Online,WARE-XYS1001,2018-10-04,2018-11-07,2018-07-17,13,22,12,21,1,0.1,"1,784.88",2231.1,2018-06-18,2007.99,2231.1,Summer,Louisiana
SO - 000260,In-Store,WARE-NMK1003,2018-10-04,2018-02-07,2018-07-07,10,26,119,35,1,0.05,412.05,1005.0,2018-06-18,954.75,1005.0,Summer,New York
SO - 000261,Distributor,WARE-PUJ1005,2018-10-04,2018-12-07,2018-07-19,23,12,290,40,7,0.05,"1,939.25",2693.4,2018-06-18,17911.109999999997,18853.8,Summer,Illinois
SO - 000262,Online,WARE-NMK1003,2018-10-04,2018-10-07,2018-11-07,17,31,110,36,4,0.075,652.25,1105.5,2018-06-18,4090.3500000000004,4422.0,Summer,South Carolina
SO - 000263,Online,WARE-NBV1002,2018-10-04,2018-10-07,2018-07-17,17,25,87,39,1,0.075,"1,088.42",1909.5,2018-06-19,1766.2875000000001,1909.5,Summer,Florida
SO - 000264,Distributor,WARE-NMK1003,2018-10-04,2018-06-21,2018-06-26,21,35,177,38,7,0.2,850.36,1118.9,2018-06-19,6265.840000000001,7832.300000000001,Summer,Arizona
SO - 000265,In-Store,WARE-NMK1003,2018-10-04,2018-06-28,2018-03-07,11,45,94,8,7,0.2,758.11,1038.5,2018-06-19,5815.6,7269.5,Summer,Kentucky
SO - 000266,In-Store,WARE-NMK1003,2017-12-31,2018-06-28,2018-04-07,1,19,126,19,6,0.05,"4,300.86",6324.8,2018-06-19,36051.36,37948.8,Summer,New York
SO - 000267,In-Store,WARE-XYS1001,2017-12-31,2018-06-27,2018-01-07,3,16,17,9,7,0.2,502.5,1005.0,2018-06-19,5628.0,7035.0,Summer,Washington
SO - 000268,In-Store,WARE-NMK1003,2018-10-04,2018-07-14,2018-07-17,3,15,178,2,5,0.075,659.48,1293.1,2018-06-19,5980.587500000001,6465.5,Summer,Minnesota
SO - 000269,In-Store,WARE-NBV1002,2018-10-04,2018-07-16,2018-07-26,1,8,76,36,6,0.4,540.29,844.2,2018-06-19,3039.1200000000003,5065.200000000001,Summer,Texas
SO - 000270,In-Store,WARE-PUJ1005,2018-10-04,2018-07-07,2018-07-14,6,27,318,1,4,0.05,195.84,247.9,2018-06-19,942.02,991.6,Summer,New York
SO - 000271,Distributor,WARE-UHY1004,2017-12-31,2018-06-26,2018-06-28,21,12,217,21,7,0.3,139.36,174.2,2018-06-19,853.5799999999998,1219.3999999999999,Summer,California
SO - 000272,In-Store,WARE-PUJ1005,2018-10-04,2018-11-07,2018-07-17,2,30,278,12,6,0.1,707.32,1025.1,2018-06-20,5535.54,6150.599999999999,Summer,North Carolina
SO - 000273,Distributor,WARE-MKL1006,2017-12-31,2018-01-07,2018-06-07,21,19,341,23,3,0.15,"2,301.45",3068.6,2018-06-20,7824.929999999999,9205.8,Summer,Texas
SO - 000274,Online,WARE-NMK1003,2017-12-31,2018-09-07,2018-11-07,16,44,122,3,2,0.075,115.78,241.2,2018-06-20,446.22,482.4,Summer,Colorado
SO - 000275,In-Store,WARE-NMK1003,2018-10-04,2018-12-07,2018-07-17,11,24,200,47,1,0.2,139.36,174.2,2018-06-20,139.35999999999999,174.2,Summer,Missouri
SO - 000276,In-Store,WARE-XYS1001,2017-12-31,2018-03-07,2018-07-13,3,10,30,37,2,0.2,"1,804.18",2505.8,2018-06-20,4009.2800000000007,5011.6,Summer,Missouri
SO - 000277,Distributor,WARE-UHY1004,2017-12-31,2018-07-17,2018-07-20,25,35,233,31,7,0.15,"1,637.75",2599.6,2018-06-20,15467.62,18197.2,Summer,Georgia
SO - 000278,Online,WARE-NMK1003,2017-12-31,2018-06-24,2018-06-28,18,38,151,28,6,0.15,"1,503.48",2278.0,2018-06-20,11617.8,13668.0,Summer,Florida
SO - 000279,Distributor,WARE-MKL1006,2018-10-04,2018-07-13,2018-07-21,24,31,353,25,2,0.075,589.73,1092.1,2018-06-21,2020.385,2184.2,Summer,Wyoming
SO - 000280,Wholesale,WARE-XYS1001,2018-10-04,2018-04-07,2018-07-07,25,40,43,7,5,0.2,933.98,1139.0,2018-06-21,4556.0,5695.0,Summer,California
SO - 000281,In-Store,WARE-MKL1006,2017-12-31,2018-02-07,2018-10-07,4,9,339,47,2,0.15,"1,072.00",1675.0,2018-06-21,2847.5,3350.0,Summer,Minnesota
SO - 000282,Wholesale,WARE-UHY1004,2018-10-04,2018-06-29,2018-02-07,26,41,228,26,2,0.05,687.96,1011.7,2018-06-21,1922.23,2023.4,Summer,New York
SO - 000283,Wholesale,WARE-NMK1003,2018-10-04,2018-07-16,2018-07-21,27,11,128,46,7,0.1,412.72,938.0,2018-06-21,5909.400000000001,6566.0,Summer,Minnesota
SO - 000284,Wholesale,WARE-XYS1001,2018-10-04,2018-07-16,2018-07-26,28,48,55,2,8,0.05,"1,052.10",2566.1,2018-06-21,19502.359999999997,20528.8,Summer,Alaska
SO - 000285,Distributor,WARE-NMK1003,2018-10-04,2018-07-16,2018-07-24,24,4,177,33,5,0.1,374.53,871.0,2018-06-22,3919.5,4355.0,Summer,Illinois
SO - 000286,In-Store,WARE-NBV1002,2018-10-04,2018-07-17,2018-07-21,2,4,81,18,1,0.1,"1,789.70",2485.7,2018-06-22,2237.13,2485.7,Summer,Pennsylvania
SO - 000287,In-Store,WARE-MKL1006,2018-10-04,2018-07-13,2018-07-17,1,40,365,41,4,0.4,"1,922.90",2345.0,2018-06-22,5628.0,9380.0,Summer,Pennsylvania
SO - 000288,Online,WARE-XYS1001,2018-10-04,2018-12-07,2018-07-21,15,19,48,27,2,0.05,749.66,1118.9,2018-06-22,2125.91,2237.8,Summer,California
SO - 000289,In-Store,WARE-XYS1001,2018-10-04,2018-06-25,2018-02-07,11,24,11,42,4,0.1,"1,397.62",1996.6,2018-06-22,7187.76,7986.4,Summer,Virginia
SO - 000290,In-Store,WARE-NMK1003,2018-10-04,2018-10-07,2018-07-20,11,6,127,39,1,0.075,390.61,710.2,2018-06-22,656.9350000000001,710.2,Summer,Kentucky
SO - 000291,Online,WARE-NMK1003,2018-10-04,2018-07-15,2018-07-22,13,6,201,35,4,0.05,"1,790.91",3979.8,2018-06-22,15123.24,15919.2,Summer,Georgia
SO - 000292,In-Store,WARE-MKL1006,2017-12-31,2018-11-07,2018-07-13,8,9,339,28,3,0.075,440.79,1025.1,2018-06-22,2844.6524999999997,3075.2999999999997,Summer,Florida
SO - 000293,In-Store,WARE-NMK1003,2017-12-31,2018-04-07,2018-09-07,3,3,198,9,7,0.2,"1,309.98",2519.2,2018-06-22,14107.519999999999,17634.399999999998,Summer,Iowa
SO - 000294,Online,WARE-NMK1003,2017-12-31,2018-07-18,2018-07-25,15,36,150,2,7,0.05,"3,471.87",5031.7,2018-06-22,33460.805,35221.9,Summer,Oklahoma
SO - 000295,Online,WARE-PUJ1005,2018-10-04,2018-01-07,2018-04-07,19,27,311,46,1,0.1,768.22,1829.1,2018-06-23,1646.19,1829.1,Summer,Mississippi
SO - 000296,In-Store,WARE-PUJ1005,2018-10-04,2018-07-16,2018-07-22,5,29,304,25,5,0.075,900.48,1072.0,2018-06-23,4958.0,5360.0,Summer,Missouri
SO - 000297,In-Store,WARE-UHY1004,2018-10-04,2018-08-07,2018-07-14,5,11,247,32,1,0.2,"1,828.30",2539.3,2018-06-23,2031.4400000000003,2539.3,Summer,Maryland
SO - 000298,In-Store,WARE-PUJ1005,2018-10-04,2018-11-07,2018-07-18,11,24,265,41,1,0.075,"2,027.69",3899.4,2018-06-23,3606.945,3899.4,Summer,New York
SO - 000299,In-Store,WARE-MKL1006,2018-10-04,2018-06-27,2018-06-30,5,38,366,37,3,0.2,"3,380.22",5045.1,2018-06-24,12108.240000000002,15135.300000000001,Summer,Rhode Island
SO - 000300,Online,WARE-NMK1003,2018-10-04,2018-07-14,2018-07-15,19,38,125,14,8,0.05,522.6,1005.0,2018-06-24,7638.0,8040.0,Summer,Washington
SO - 000301,Wholesale,WARE-NMK1003,2018-10-04,2018-10-07,2018-07-17,27,20,182,47,7,0.1,"1,219.40",2438.8,2018-06-24,15364.440000000002,17071.600000000002,Summer,Massachusetts
SO - 000302,In-Store,WARE-NMK1003,2018-10-04,2018-10-07,2018-07-13,11,46,152,24,4,0.3,"2,035.33",3336.6,2018-06-25,9342.48,13346.4,Summer,Texas
SO - 000303,In-Store,WARE-UHY1004,2018-10-04,2018-07-14,2018-07-15,1,38,256,25,4,0.15,857.06,1098.8,2018-06-25,3735.9199999999996,4395.2,Summer,New York
SO - 000304,Online,WARE-NBV1002,2018-10-04,2018-07-18,2018-07-21,19,5,66,20,2,0.075,970.43,1902.8,2018-06-25,3520.1800000000003,3805.6,Summer,Delaware
SO - 000305,Online,WARE-NMK1003,2017-12-31,2018-05-07,2018-07-13,17,32,156,33,4,0.075,"2,190.70",3477.3,2018-06-25,12866.010000000002,13909.2,Summer,Rhode Island
SO - 000306,Wholesale,WARE-NMK1003,2018-10-04,2018-07-13,2018-07-17,26,36,200,10,1,0.1,"1,481.77",2599.6,2018-06-26,2339.64,2599.6,Summer,Florida
SO - 000307,Online,WARE-PUJ1005,2018-10-04,2018-07-20,2018-07-22,12,1,299,7,1,0.075,506.99,1078.7,2018-06-26,997.7975000000001,1078.7,Summer,Texas
SO - 000308,Online,WARE-NMK1003,2017-12-31,2018-07-15,2018-07-19,17,22,199,31,5,0.2,533.05,1045.2,2018-06-26,4180.8,5226.0,Summer,Texas
SO - 000309,Online,WARE-NMK1003,2017-12-31,2018-07-19,2018-07-22,15,21,157,1,2,0.05,787.92,1125.6,2018-06-26,2138.64,2251.2,Summer,New York
SO - 000310,In-Store,WARE-NMK1003,2018-10-04,2018-07-16,2018-07-18,1,14,187,22,8,0.05,762.8,1105.5,2018-06-26,8401.8,8844.0,Summer,Georgia
SO - 000311,Online,WARE-NBV1002,2017-12-31,2018-07-24,2018-03-08,18,50,84,46,1,0.1,"1,668.03",2606.3,2018-06-26,2345.67,2606.3,Summer,Washington
SO - 000312,Distributor,WARE-UHY1004,2018-10-04,2018-01-07,2018-11-07,22,41,228,25,8,0.075,95.68,227.8,2018-06-26,1685.7200000000003,1822.4,Summer,Maine
SO - 000313,Distributor,WARE-NMK1003,2018-10-04,2018-07-20,2018-07-24,22,35,180,29,7,0.05,123.95,167.5,2018-06-26,1113.875,1172.5,Summer,Colorado
SO - 000314,In-Store,WARE-UHY1004,2017-12-31,2018-08-07,2018-11-07,7,21,250,16,3,0.1,538.48,1145.7,2018-06-26,3093.3900000000003,3437.1000000000004,Summer,Virginia
SO - 000315,In-Store,WARE-PUJ1005,2018-10-04,2018-12-07,2018-07-13,4,37,326,36,7,0.075,"2,157.67",2599.6,2018-06-26,16832.41,18197.2,Summer,Florida
SO - 000316,Distributor,WARE-NMK1003,2018-10-04,2018-09-07,2018-07-17,24,14,136,18,1,0.05,"1,969.80",3939.6,2018-06-27,3742.62,3939.6,Summer,Michigan
SO - 000317,In-Store,WARE-NMK1003,2018-10-04,2018-07-18,2018-07-21,2,18,112,37,8,0.075,"1,584.55",2881.0,2018-06-27,21319.4,23048.0,Summer,Florida
SO - 000318,In-Store,WARE-NMK1003,2018-10-04,2018-04-07,2018-06-07,3,22,108,43,2,0.05,"2,003.30",3852.5,2018-06-27,7319.75,7705.0,Summer,Maine
SO - 000319,Wholesale,WARE-XYS1001,2018-10-04,2018-04-07,2018-10-07,27,48,56,42,2,0.05,546.72,1139.0,2018-06-27,2164.1,2278.0,Summer,Florida
SO - 000320,Distributor,WARE-NMK1003,2018-10-04,2018-06-07,2018-09-07,23,7,195,25,4,0.05,"2,040.55",2519.2,2018-06-27,9572.96,10076.8,Summer,Texas
SO - 000321,In-Store,WARE-NBV1002,2017-12-31,2018-07-18,2018-07-23,9,33,82,42,1,0.15,703.63,1192.6,2018-06-27,1013.7099999999999,1192.6,Summer,California
SO - 000322,In-Store,WARE-UHY1004,2018-10-04,2018-06-29,2018-09-07,5,18,215,14,5,0.075,"1,013.04",2412.0,2018-06-27,11155.5,12060.0,Summer,North Carolina
SO - 000323,In-Store,WARE-NMK1003,2018-10-04,2018-07-18,2018-07-22,9,6,134,47,7,0.05,"2,057.57",2479.0,2018-06-27,16485.35,17353.0,Summer,Ohio
SO - 000324,Wholesale,WARE-PUJ1005,2018-10-04,2018-07-13,2018-07-14,26,10,322,35,7,0.1,"1,330.35",1956.4,2018-06-27,12325.320000000002,13694.800000000001,Summer,Hawaii
SO - 000325,Online,WARE-NMK1003,2018-10-04,2018-05-07,2018-07-14,15,4,176,42,5,0.3,722.73,1078.7,2018-06-27,3775.45,5393.5,Summer,New Jersey
SO - 000326,In-Store,WARE-NBV1002,2017-12-31,2018-12-07,2018-07-22,6,22,70,26,1,0.075,945.91,1212.7,2018-06-27,1121.7475000000002,1212.7,Summer,Ohio
SO - 000327,Online,WARE-UHY1004,2018-10-04,2018-06-07,2018-07-13,18,48,252,29,5,0.075,821.69,978.2,2018-06-27,4524.175,4891.0,Summer,Michigan
SO - 000328,In-Store,WARE-PUJ1005,2018-10-04,2018-07-14,2018-07-18,4,28,275,45,3,0.05,120.2,174.2,2018-06-27,496.4699999999999,522.5999999999999,Summer,Mississippi
SO - 000329,Online,WARE-UHY1004,2018-10-04,2018-08-07,2018-12-07,19,25,226,17,3,0.15,630.34,1125.6,2018-06-27,2870.2799999999997,3376.7999999999997,Summer,Illinois
SO - 000330,Online,WARE-PUJ1005,2018-10-04,2018-10-07,2018-11-07,20,49,288,6,6,0.15,468.73,1065.3,2018-06-28,5433.029999999999,6391.799999999999,Summer,Ohio
SO - 000331,Online,WARE-NBV1002,2018-10-04,2018-07-16,2018-07-22,15,11,60,12,5,0.075,"2,724.89",3892.7,2018-06-28,18003.7375,19463.5,Summer,Virginia
SO - 000332,Online,WARE-PUJ1005,2018-10-04,2018-07-18,2018-07-26,17,19,297,9,2,0.3,120.47,207.7,2018-06-28,290.78,415.4,Summer,Ohio
SO - 000333,In-Store,WARE-NBV1002,2018-10-04,2018-07-13,2018-07-18,3,20,75,23,7,0.3,948.72,1185.9,2018-06-28,5810.910000000001,8301.300000000001,Summer,Texas
SO - 000334,In-Store,WARE-MKL1006,2018-10-04,2018-10-07,2018-07-17,10,15,352,18,2,0.15,"1,629.31",2586.2,2018-06-28,4396.54,5172.4,Summer,North Carolina
SO - 000335,In-Store,WARE-XYS1001,2018-10-04,2018-08-07,2018-07-13,8,26,25,30,4,0.3,"1,960.42",2579.5,2018-06-28,7222.599999999999,10318.0,Summer,North Carolina
SO - 000336,Online,WARE-XYS1001,2018-10-04,2018-07-21,2018-07-27,16,7,23,36,8,0.075,"2,806.50",6378.4,2018-06-28,47200.159999999996,51027.2,Summer,Florida
SO - 000337,Distributor,WARE-PUJ1005,2018-10-04,2018-03-07,2018-11-07,24,26,292,31,7,0.2,"2,226.14",3008.3,2018-06-28,16846.480000000003,21058.100000000002,Summer,Virginia
SO - 000338,In-Store,WARE-NMK1003,2018-10-04,2018-07-25,2018-01-08,11,49,140,20,3,0.075,930.36,1755.4,2018-06-28,4871.235000000001,5266.200000000001,Summer,Washington
SO - 000339,Online,WARE-NMK1003,2017-12-31,2018-09-07,2018-10-07,13,28,171,14,8,0.075,740.35,1139.0,2018-06-28,8428.6,9112.0,Summer,Indiana
SO - 000340,In-Store,WARE-XYS1001,2018-10-04,2018-07-13,2018-07-17,11,46,44,38,5,0.075,"4,556.40",6157.3,2018-06-28,28477.5125,30786.5,Summer,Virginia
SO - 000341,Online,WARE-XYS1001,2018-10-04,2018-07-25,2018-03-08,18,33,43,40,7,0.1,"1,093.24",2231.1,2018-06-28,14055.929999999998,15617.699999999999,Summer,Illinois
SO - 000342,In-Store,WARE-NBV1002,2018-10-04,2018-07-15,2018-07-18,11,23,64,8,7,0.1,"1,859.25",2479.0,2018-06-28,15617.7,17353.0,Summer,Colorado
SO - 000343,Distributor,WARE-XYS1001,2018-10-04,2018-06-07,2018-07-15,21,35,18,10,4,0.05,"4,793.85",6391.8,2018-06-29,24288.84,25567.2,Summer,Georgia
SO - 000344,Wholesale,WARE-PUJ1005,2018-10-04,2018-07-19,2018-07-20,27,4,263,39,2,0.05,660.62,1139.0,2018-06-29,2164.1,2278.0,Summer,Michigan
SO - 000345,Online,WARE-NMK1003,2018-10-04,2018-01-07,2018-08-07,20,38,196,36,3,0.1,"1,681.03",2586.2,2018-06-29,6982.74,7758.599999999999,Summer,Michigan
SO - 000346,In-Store,WARE-UHY1004,2018-10-04,2018-04-07,2018-08-07,1,36,206,35,4,0.05,"1,871.71",3899.4,2018-06-29,14817.72,15597.6,Summer,Alabama
SO - 000347,In-Store,WARE-NBV1002,2018-10-04,2018-07-24,2018-07-29,8,25,80,43,8,0.05,599.38,951.4,2018-06-29,7230.639999999999,7611.2,Summer,North Dakota
SO - 000348,In-Store,WARE-NMK1003,2018-10-04,2018-07-20,2018-07-24,4,8,172,38,1,0.05,"3,476.90",5607.9,2018-06-30,5327.504999999999,5607.9,Summer,South Carolina
SO - 000349,In-Store,WARE-PUJ1005,2018-10-04,2018-04-07,2018-11-07,6,12,274,37,2,0.075,827.72,1165.8,2018-06-30,2156.73,2331.6,Summer,Oklahoma
SO - 000350,Online,WARE-PUJ1005,2018-10-04,2018-07-27,2018-06-08,16,17,277,44,2,0.05,"1,520.77",1949.7,2018-06-30,3704.43,3899.4,Summer,Vermont
SO - 000351,Distributor,WARE-NMK1003,2018-10-04,2018-11-07,2018-07-16,21,40,147,34,8,0.1,"2,690.05",3685.0,2018-06-30,26532.0,29480.0,Summer,Connecticut
SO - 000352,Distributor,WARE-MKL1006,2018-10-04,2018-07-17,2018-07-26,20,3,332,17,2,0.4,"1,816.84",2633.1,2018-06-30,3159.72,5266.2,Summer,South Dakota
SO - 000353,Online,WARE-PUJ1005,2018-10-04,2018-11-07,2018-07-13,19,26,274,23,1,0.075,460.96,1072.0,2018-06-30,991.6,1072.0,Summer,Arizona
SO - 000354,In-Store,WARE-XYS1001,2018-10-04,2018-04-07,2018-05-07,1,38,33,8,1,0.075,"1,910.30",3537.6,2018-06-30,3272.28,3537.6,Summer,Massachusetts
SO - 000355,In-Store,WARE-UHY1004,2018-10-04,2018-07-21,2018-07-24,9,41,233,13,8,0.2,622.5,1092.1,2018-06-30,6989.44,8736.8,Summer,Pennsylvania
SO - 000356,In-Store,WARE-PUJ1005,2017-12-31,2018-07-20,2018-07-22,12,17,262,5,4,0.05,"1,136.66",1748.7,2018-06-30,6645.0599999999995,6994.8,Summer,New Jersey
SO - 000357,Online,WARE-XYS1001,2018-10-04,2018-07-24,2018-07-29,18,49,6,9,8,0.075,739.61,891.1,2018-06-30,6594.14,7128.8,Summer,Kansas
SO - 000358,In-Store,WARE-NMK1003,2018-10-04,2018-07-21,2018-07-28,2,41,159,23,5,0.05,"1,510.18",3082.0,2018-06-30,14639.5,15410.0,Summer,California
SO - 000359,In-Store,WARE-NMK1003,2018-10-04,2018-07-17,2018-07-21,9,34,148,15,5,0.075,776.66,1125.6,2018-06-30,5205.900000000001,5628.0,Summer,Florida
SO - 000360,In-Store,WARE-NMK1003,2018-10-04,2018-07-13,2018-07-18,7,46,102,22,6,0.075,651.51,1252.9,2018-06-30,6953.595000000001,7517.400000000001,Summer,Pennsylvania
SO - 000361,Wholesale,WARE-MKL1006,2018-10-04,2018-04-07,2018-09-07,28,44,362,45,1,0.075,527.63,837.5,2018-01-07,774.6875,837.5,Spring,Washington
SO - 000362,Wholesale,WARE-PUJ1005,2018-10-04,2018-07-29,2018-08-08,25,21,295,40,1,0.075,773.85,1031.8,2018-01-07,954.415,1031.8,Spring,California
SO - 000363,Online,WARE-UHY1004,2018-10-04,2018-06-07,2018-09-07,14,7,256,28,4,0.15,"1,454.97",2385.2,2018-01-07,8109.679999999999,9540.8,Spring,Louisiana
SO - 000364,In-Store,WARE-NMK1003,2018-10-04,2018-07-16,2018-07-18,1,48,154,30,2,0.05,"1,153.47",1802.3,2018-01-07,3424.37,3604.6,Spring,Utah
SO - 000365,Wholesale,WARE-PUJ1005,2018-10-04,2018-07-19,2018-07-22,26,40,270,27,5,0.05,753.62,1018.4,2018-01-07,4837.4,5092.0,Spring,Arizona
SO - 000366,Online,WARE-NMK1003,2018-10-04,2018-07-07,2018-12-07,13,35,102,40,7,0.4,"1,815.30",3946.3,2018-01-07,16574.46,27624.100000000002,Spring,Louisiana
SO - 000367,In-Store,WARE-NMK1003,2018-10-04,2018-07-20,2018-07-21,9,21,131,15,7,0.2,"2,095.09",3953.0,2018-01-07,22136.800000000003,27671.0,Spring,Virginia
SO - 000368,In-Store,WARE-NMK1003,2017-12-31,2018-07-16,2018-07-22,11,1,160,33,6,0.075,"3,416.13",5098.7,2018-02-07,28297.785,30592.199999999997,Spring,Arizona
SO - 000369,Online,WARE-MKL1006,2018-10-04,2018-10-07,2018-07-15,15,9,347,5,8,0.075,"1,954.52",3758.7,2018-02-07,27814.38,30069.6,Spring,Washington
SO - 000370,Distributor,WARE-XYS1001,2018-10-04,2018-07-07,2018-11-07,24,9,45,18,7,0.15,610.5,911.2,2018-02-07,5421.64,6378.400000000001,Spring,South Dakota
SO - 000371,Distributor,WARE-UHY1004,2018-10-04,2018-04-07,2018-06-07,21,26,238,22,3,0.4,379.89,904.5,2018-02-07,1628.1,2713.5,Spring,Kentucky
SO - 000372,Online,WARE-NMK1003,2018-10-04,2018-08-07,2018-07-18,18,21,128,5,3,0.05,410.04,911.2,2018-02-07,2596.92,2733.6000000000004,Spring,New York
SO - 000373,Online,WARE-XYS1001,2018-10-04,2018-08-07,2018-11-07,19,6,39,21,5,0.3,134.4,227.8,2018-02-07,797.3,1139.0,Spring,Indiana
SO - 000374,In-Store,WARE-NBV1002,2018-10-04,2018-07-21,2018-07-27,3,14,69,40,4,0.075,117.12,254.6,2018-02-07,942.02,1018.4,Spring,Oklahoma
SO - 000375,Wholesale,WARE-XYS1001,2017-12-31,2018-07-20,2018-07-21,27,33,29,35,3,0.075,444.21,683.4,2018-02-07,1896.435,2050.2,Spring,Ohio
SO - 000376,In-Store,WARE-NMK1003,2018-10-04,2018-07-15,2018-07-20,4,43,159,20,7,0.05,"2,234.12",3919.5,2018-03-07,26064.675,27436.5,Spring,Nevada
SO - 000377,Wholesale,WARE-MKL1006,2018-10-04,2018-07-24,2018-07-25,26,25,353,12,8,0.05,786.31,1092.1,2018-03-07,8299.96,8736.8,Spring,Arkansas
SO - 000378,In-Store,WARE-NMK1003,2018-10-04,2018-07-24,2018-03-08,4,10,199,20,4,0.05,536.27,924.6,2018-04-07,3513.48,3698.4,Summer,Tennessee
SO - 000379,Online,WARE-NMK1003,2018-10-04,2018-07-31,2018-06-08,17,45,182,22,8,0.05,794.35,1018.4,2018-04-07,7739.839999999999,8147.2,Summer,Washington
SO - 000380,In-Store,WARE-MKL1006,2018-10-04,2018-07-25,2018-07-28,1,19,358,13,7,0.2,"1,305.90",1788.9,2018-04-07,10017.840000000002,12522.300000000001,Summer,New York
SO - 000381,Distributor,WARE-NBV1002,2018-10-04,2018-01-08,2018-08-08,23,17,80,47,2,0.3,538.48,944.7,2018-04-07,1322.58,1889.4,Summer,Washington
SO - 000382,Wholesale,WARE-NMK1003,2017-12-31,2018-07-30,2018-07-31,25,39,140,29,3,0.1,"2,573.81",3959.7,2018-04-07,10691.189999999999,11879.099999999999,Summer,Maryland
SO - 000383,In-Store,WARE-NMK1003,2018-10-04,2018-07-19,2018-07-25,6,11,146,41,5,0.05,70.35,167.5,2018-04-07,795.625,837.5,Summer,Washington
SO - 000384,Wholesale,WARE-NMK1003,2018-10-04,2018-07-15,2018-07-23,25,23,104,22,2,0.05,"1,975.03",3872.6,2018-04-07,7357.94,7745.2,Summer,Colorado
SO - 000385,In-Store,WARE-NMK1003,2017-12-31,2018-07-14,2018-07-23,12,12,185,23,8,0.05,"3,858.13",6539.2,2018-04-07,49697.92,52313.6,Summer,Texas
SO - 000386,Distributor,WARE-XYS1001,2018-10-04,2018-07-23,2018-07-24,23,44,51,6,1,0.1,779.08,1025.1,2018-04-07,922.5899999999999,1025.1,Summer,Texas
SO - 000387,Distributor,WARE-NMK1003,2018-10-04,2018-07-07,2018-07-16,21,31,190,29,3,0.1,572.18,938.0,2018-04-07,2532.6,2814.0,Summer,Wyoming
SO - 000388,Wholesale,WARE-MKL1006,2018-10-04,2018-08-07,2018-07-16,26,19,355,27,3,0.075,804.8,1045.2,2018-04-07,2900.4300000000003,3135.6000000000004,Summer,New York
SO - 000389,Wholesale,WARE-UHY1004,2018-10-04,2018-07-19,2018-07-25,28,20,205,19,8,0.15,112.23,167.5,2018-04-07,1139.0,1340.0,Summer,Washington
SO - 000390,Online,WARE-MKL1006,2018-10-04,2018-07-30,2018-07-31,15,44,334,45,5,0.075,"1,377.52",1721.9,2018-04-07,7963.7875,8609.5,Summer,Colorado
SO - 000391,Online,WARE-UHY1004,2018-10-04,2018-07-16,2018-07-19,13,30,242,28,3,0.1,466.92,676.7,2018-05-07,1827.0900000000001,2030.1000000000001,Summer,Wisconsin
